"dec_lon","dec_lat","gps","plot","species","dbh_cm","height_m","dbh_height"
15.485686,-2.503613,"451_2_1","elephants","HA",12.4,4.6,0.430663853480661
15.48499,-2.501974,"452_1_1","elephants","HA",12.8,5.7,0.351335113975377
15.48571,-2.503622,"452_2_1","elephants","HA",11.4,4,0.45484486000851
15.484998,-2.502041,"453_1_1","elephants","HA",13.4,5.4,0.394711038541839
15.485664,-2.503448,"453_2_1","elephants","HA",12.1,4.6,0.420027538634876
15.48502,-2.502102,"454_1_1","elephants","HA",20,4.3,0.667561540084395
15.485622,-2.503415,"454_2_1","elephants","HA",11,3.4,0.50991376811597
15.485259,-2.502099,"455_1_1","elephants","HA",13.7,4.1,0.523936710436671
15.485592,-2.503482,"455_2_1","elephants","HA",15,4.4,0.532638582569494
15.485178,-2.502318,"456_1_1","elephants","HA",12.3,3.6,0.533602610672111
15.485497,-2.503624,"456_2_1","elephants","HA",13.2,5.3,0.396298061605061
15.485086,-2.502403,"457_1_1","elephants","HA",11.2,3.6,0.492915521902894
15.485484,-2.503626,"457_2_1","elephants","HA",16.2,6.4,0.403335040558744
15.485059,-2.502493,"458_1_1","elephants","HA",14.2,5.4,0.419894584560088
15.485559,-2.503632,"458_2_1","elephants","HA",12.5,3.6,0.540607512240769
15.484994,-2.502565,"459_1_1","elephants","HA",12,6,0.301029995663981
15.485452,-2.503546,"459_2_1","elephants","HA",11.1,4.3,0.411854523207071
15.482359,-2.501072,"46_1_1","elephants","HA",11.8,5,0.372912002970107
15.485108,-2.502611,"460_1_1","elephants","HA",11.7,3.8,0.488402265129351
15.485395,-2.503698,"460_2_1","elephants","HA",17.1,6.4,0.426816136408267
15.485144,-2.502574,"461_1_1","elephants","HA",11.5,4.8,0.379456602978024
15.485433,-2.503759,"461_2_1","elephants","HA",12.1,3.5,0.538717325966174
15.485221,-2.502554,"462_1_1","elephants","HA",11,4.8,0.360151447782638
15.485459,-2.503741,"462_2_1","elephants","HA",11.3,5.7,0.297203587810928
15.485208,-2.502625,"463_1_1","elephants","HA",13.2,3.6,0.564271430438563
15.485516,-2.503762,"463_2_1","elephants","HA",15.4,3.1,0.69615902700219
15.485139,-2.502662,"464_1_1","elephants","HA",18.3,5,0.563481085394411
15.485609,-2.503671,"464_2_1","elephants","HA",12.6,4.8,0.419129307741976
15.485097,-2.502661,"465_1_1","elephants","HA",13.2,3,0.643452676486187
15.485604,-2.503767,"465_2_1","elephants","HA",14.8,4.6,0.507503883713383
15.485126,-2.502717,"466_1_1","elephants","HA",13.4,3,0.649983543645145
15.485644,-2.503794,"466_2_1","elephants","HA",11.4,5.2,0.340901507701673
15.485155,-2.502769,"467_1_1","elephants","HA",12.5,3,0.619788758288394
15.485617,-2.503812,"467_2_1","elephants","HA",11.6,4.9,0.374261909198405
15.485197,-2.502764,"468_1_1","elephants","HA",14.5,3,0.684246747515312
15.485658,-2.503793,"468_2_1","elephants","HA",12,4.9,0.388985166019111
15.485322,-2.502687,"469_1_1","elephants","HA",20.4,4.2,0.686380877027998
15.485781,-2.503742,"469_2_1","elephants","HA",12.9,5.3,0.38631384069846
15.48229,-2.50127,"47_1_1","elephants","HA",20,3.4,0.769551078621726
15.484003,-2.504796,"47_2_1","elephants","HA",19,4,0.676693609624867
15.485228,-2.502865,"470_1_1","elephants","HA",11,2.4,0.661181443446619
15.485802,-2.503758,"470_2_1","elephants","HA",15.2,4.9,0.491647507916259
15.485265,-2.502967,"471_1_1","elephants","HA",13,3.8,0.534159755690027
15.485826,-2.503691,"471_2_1","elephants","HA",14.8,6.4,0.36408174141107
15.485236,-2.50307,"472_1_1","elephants","HA",12.4,4.2,0.470172394764335
15.485836,-2.503702,"472_2_1","elephants","HA",15.6,5.5,0.452761908860218
15.485307,-2.503114,"473_1_1","elephants","HA",21.5,6.2,0.540046770417351
15.485898,-2.503914,"473_2_1","elephants","HA",18,4.8,0.574031267727719
15.485417,-2.503151,"474_1_1","elephants","HA",15.5,2.6,0.775358350199474
15.485803,-2.503879,"474_2_1","elephants","HA",11.2,4,0.447158031342219
15.485449,-2.503286,"475_1_1","elephants","HA",13.8,5.6,0.391691059395036
15.485775,-2.503909,"475_2_1","elephants","HA",15.5,6.1,0.405001863159524
15.485337,-2.503318,"476_1_1","elephants","HA",15.2,4.8,0.500602350569185
15.485695,-2.503973,"476_2_1","elephants","HA",15.5,4.8,0.509090460794704
15.485417,-2.503338,"477_1_1","elephants","HA",18,3.6,0.698970004336019
15.485786,-2.503956,"477_2_1","elephants","HA",12.5,4.8,0.415668775632469
15.48547,-2.503374,"478_1_1","elephants","HA",21.5,6.2,0.540046770417351
15.485789,-2.50409,"478_2_1","elephants","HA",13,6.6,0.294399416764968
15.485457,-2.503456,"479_1_1","elephants","HA",17.5,5,0.544068044350276
15.485941,-2.504043,"479_2_1","elephants","HA",19,5.3,0.55447773135204
15.482423,-2.501443,"48_1_1","elephants","HA",16.8,3.6,0.669006780958576
15.483909,-2.504662,"48_2_1","elephants","HA",10.4,4.4,0.373580662812593
15.485381,-2.503469,"480_1_1","elephants","HA",17,4.2,0.607199630980373
15.485961,-2.504078,"480_2_1","elephants","HA",13.4,4.1,0.514320941645072
15.485352,-2.503416,"481_1_1","elephants","HA",21.5,7,0.487340419901349
15.485881,-2.504147,"481_2_1","elephants","HA",11.7,4.4,0.424733185259974
15.485204,-2.503487,"482_1_1","elephants","HA",11,3.6,0.485090184390938
15.485705,-2.504193,"482_2_1","elephants","HA",13,6.3,0.314602802853255
15.485186,-2.503469,"483_1_1","elephants","HA",24.3,5.2,0.669602929963513
15.48571,-2.504166,"483_2_1","elephants","HA",14.2,6,0.374137093999413
15.485255,-2.503511,"484_1_1","elephants","HA",15.2,4.8,0.500602350569185
15.485669,-2.50419,"484_2_1","elephants","HA",11.5,3.2,0.555547862033706
15.485158,-2.503564,"485_1_1","elephants","HA",15.3,5.4,0.45229767099463
15.485679,-2.504168,"485_2_1","elephants","HA",13.4,4.8,0.44586356098922
15.48514,-2.503605,"486_1_1","elephants","HA",15.3,6,0.406540180433955
15.485803,-2.504315,"486_2_1","elephants","HA",11.2,4.3,0.415749567090595
15.485134,-2.50362,"487_1_1","elephants","HA",17.5,3.8,0.663254452069484
15.485805,-2.504491,"487_2_1","elephants","HA",14.3,5,0.456366033129043
15.48507,-2.503731,"488_1_1","elephants","HA",12.2,3.6,0.530057329907461
15.48569,-2.504693,"488_2_1","elephants","HA",15.2,5,0.482873583608754
15.485087,-2.503786,"489_1_1","elephants","HA",16.5,4.2,0.594234653816006
15.485641,-2.504698,"489_2_1","elephants","HA",11.9,4.8,0.394305724016944
15.482351,-2.501663,"49_1_1","elephants","HA",11.6,3.6,0.508155488459631
15.483967,-2.504606,"49_2_1","elephants","HA",9,3.6,0.397940008672038
15.485123,-2.503787,"490_1_1","elephants","HA",14.4,3.8,0.57857889547844
15.485584,-2.504681,"490_2_1","elephants","HA",15.4,3.9,0.596456113809964
15.485204,-2.503805,"491_1_1","elephants","HA",12.6,5,0.401400540781544
15.485719,-2.505053,"491_2_1","elephants","HA",14,5.1,0.438557859580302
15.48519,-2.503819,"492_1_1","elephants","HA",15.9,5,0.502427119984433
15.485704,-2.505091,"492_2_1","elephants","HA",12.4,5.1,0.385851509064299
15.485221,-2.503848,"493_1_1","elephants","HA",15.6,5,0.494154594018443
15.485739,-2.5053,"493_2_1","elephants","HA",12.2,5,0.387389826338729
15.485274,-2.503828,"494_1_1","elephants","HA",11,3,0.564271430438563
15.485773,-2.505361,"494_2_1","elephants","HA",12.1,5.4,0.350391610493481
15.485285,-2.503887,"495_1_1","elephants","HA",12.4,4.8,0.412180447786648
15.485805,-2.505332,"495_2_1","elephants","HA",15.3,3.8,0.604907834200789
15.485422,-2.50383,"496_1_1","elephants","HA",13.8,4.8,0.458637849025649
15.486175,-2.505313,"496_2_1","elephants","HA",12.1,5.2,0.366782026681651
15.485423,-2.503851,"497_1_1","elephants","HA",12,4.8,0.397940008672038
15.486163,-2.505316,"497_2_1","elephants","HA",12.3,4.8,0.408663874063811
15.485466,-2.503775,"498_1_1","elephants","HA",12.3,4.8,0.408663874063811
15.486169,-2.505309,"498_2_1","elephants","HA",12.6,6.8,0.267861632411327
15.485523,-2.50382,"499_1_1","elephants","HA",22,6.6,0.522878745280338
15.486225,-2.505314,"499_2_1","elephants","HA",12.9,5.1,0.403019534201313
15.482841,-2.50461,"5_2_1","elephants","HA",9,2.2,0.611819828617119
15.482418,-2.501732,"50_1_1","elephants","HA",9,2.8,0.507084478097106
15.48377,-2.504575,"50_2_1","elephants","HA",9,3.8,0.374458912822515
15.485544,-2.504099,"500_1_1","elephants","HA",13.8,5.4,0.407485326578268
15.486246,-2.505331,"500_2_1","elephants","HA",11,5.9,0.270540673516081
15.485534,-2.504297,"501_1_1","elephants","HA",13.3,4.4,0.480398964480898
15.486246,-2.505378,"501_2_1","elephants","HA",12,5.5,0.338818556553381
15.485466,-2.504294,"502_1_1","elephants","HA",13.2,4.6,0.457816099524276
15.486295,-2.505359,"502_2_1","elephants","HA",20.2,4.8,0.624110132071036
15.485406,-2.504311,"503_1_1","elephants","HA",13.2,4,0.518513939877887
15.486265,-2.505376,"503_2_1","elephants","HA",18,4.7,0.583174647167589
15.485929,-2.504838,"504_2_1","elephants","HA",16.3,5.1,0.504617428306022
15.485299,-2.504341,"505_1_1","elephants","HA",15.8,5,0.499687082618404
15.485929,-2.504851,"505_2_1","elephants","HA",16.5,4.1,0.604700087494171
15.485257,-2.504358,"506_1_1","elephants","HA",11.4,3.2,0.551754873016567
15.485883,-2.504458,"506_2_1","elephants","HA",15.6,4.1,0.580340741634726
15.485239,-2.50437,"507_1_1","elephants","HA",13,5,0.414973347970818
15.486116,-2.504531,"507_2_1","elephants","HA",15.7,4.5,0.54268713863389
15.48518,-2.504371,"508_1_1","elephants","HA",15.2,3,0.70472233322511
15.485998,-2.504329,"508_2_1","elephants","HA",11.3,3.5,0.509010399133144
15.485413,-2.50447,"509_1_1","elephants","HA",12,4,0.477121254719662
15.486245,-2.504236,"509_2_1","elephants","HA",11.9,5.7,0.319672105720039
15.482404,-2.501758,"51_1_1","elephants","HA",11.1,5.8,0.28189498522372
15.48376,-2.504574,"51_2_1","elephants","HA",10.1,2,0.703291378118661
15.485397,-2.50464,"510_1_1","elephants","HA",13,4,0.511883360978874
15.486284,-2.504199,"510_2_1","elephants","HA",11.5,5.1,0.353127664255675
15.485389,-2.504877,"511_1_1","elephants","HA",18.7,5.8,0.508413612973562
15.48634,-2.50423,"511_2_1","elephants","HA",17.6,5.2,0.529509324179351
15.485181,-2.504943,"512_1_1","elephants","HA",15.1,4.2,0.555727656895269
15.486332,-2.504129,"512_2_1","elephants","HA",20.7,5.6,0.567782318450717
15.485288,-2.505182,"513_1_1","elephants","HA",12,4.6,0.416423414366051
15.486343,-2.504111,"513_2_1","elephants","HA",11.7,5.2,0.352182518111362
15.485275,-2.50524,"514_1_1","elephants","HA",16,3.4,0.67264106561367
15.486374,-2.50382,"514_2_1","elephants","HA",19.8,5.9,0.525813178619387
15.485203,-2.505321,"515_1_1","elephants","HA",16.7,5,0.523746466811564
15.486379,-2.503778,"515_2_1","elephants","HA",16.9,7.2,0.370554208182405
15.48536,-2.505164,"516_1_1","elephants","HA",14.5,4.8,0.480126764859388
15.486325,-2.503777,"516_2_1","elephants","HA",19.1,6.3,0.481692817794146
15.485422,-2.505292,"517_1_1","elephants","HA",18.8,5.2,0.558154505628881
15.486203,-2.503721,"517_2_1","elephants","HA",14.2,6.2,0.359896654884803
15.485259,-2.505407,"518_1_1","elephants","HA",16,5.2,0.488116639021126
15.486184,-2.503706,"518_2_1","elephants","HA",16.4,5.3,0.490567978446909
15.485192,-2.505549,"519_1_1","elephants","HA",13,3,0.636822097587174
15.486212,-2.503716,"519_2_1","elephants","HA",15.1,6.8,0.346468034586933
15.482379,-2.501794,"52_1_1","elephants","HA",9.5,2.8,0.530565573946629
15.483844,-2.504517,"52_2_1","elephants","HA",13.5,4.6,0.467575936813432
15.485141,-2.505555,"520_1_1","elephants","HA",11,3.6,0.485090184390938
15.486157,-2.503757,"520_2_1","elephants","HA",16.4,6.8,0.382334935341462
15.485327,-2.505533,"521_1_1","elephants","HA",13.4,5,0.428134794028789
15.486137,-2.503754,"521_2_1","elephants","HA",16.9,5.4,0.495492944790705
15.486343,-2.505447,"522_1_1","elephants","HA",18,5,0.556302500767287
15.486246,-2.503678,"522_2_1","elephants","HA",11.5,5.3,0.336421970752823
15.486394,-2.505516,"523_1_1","elephants","HA",11.7,5,0.369215857410143
15.486229,-2.503695,"523_2_1","elephants","HA",12.9,4.4,0.467137033813061
15.486381,-2.50542,"524_1_1","elephants","HA",12.6,3,0.6232492903979
15.486258,-2.503609,"524_2_1","elephants","HA",13.1,5.9,0.34641928401362
15.486638,-2.505428,"525_1_1","elephants","HA",12,3,0.602059991327962
15.48605,-2.503663,"525_2_1","elephants","HA",12.8,4.2,0.483960679249968
15.48668,-2.505199,"526_1_1","elephants","HA",16,4.6,0.541362150974351
15.486041,-2.503661,"526_2_1","elephants","HA",15.6,7.5,0.318063334962762
15.486744,-2.505224,"527_1_1","elephants","HA",13,3.8,0.534159755690027
15.486751,-2.505185,"528_1_1","elephants","HA",14,3,0.669006780958576
15.486769,-2.505153,"529_1_1","elephants","HA",16,5.4,0.471726222832956
15.48229,-2.501864,"53_1_1","elephants","HA",10.3,4,0.41077723337721
15.483839,-2.504483,"53_2_1","elephants","HA",14,4.6,0.483370203996664
15.486574,-2.505248,"530_1_1","elephants","HA",25,5.4,0.665546248849069
15.486459,-2.50517,"531_1_1","elephants","HA",17.5,4.2,0.619788758288394
15.486356,-2.505181,"532_1_1","elephants","HA",12.8,3.2,0.602059991327962
15.486359,-2.505237,"533_1_1","elephants","HA",13.2,4.6,0.457816099524276
15.4863,-2.505087,"534_1_1","elephants","HA",14.5,3.2,0.656218023915069
15.486287,-2.505034,"535_1_1","elephants","HA",12.5,4.2,0.473660722610156
15.486315,-2.504866,"536_1_1","elephants","HA",25,5.2,0.681936665037238
15.486317,-2.504831,"537_1_1","elephants","HA",15,5.2,0.460087915420882
15.486319,-2.504595,"538_1_1","elephants","HA",14.4,5.2,0.44235914846045
15.48628,-2.504579,"539_1_1","elephants","HA",15.3,5,0.48572142648158
15.482332,-2.501903,"54_1_1","elephants","HA",9.1,3.7,0.390839668254099
15.483902,-2.50448,"54_2_1","elephants","HA",13,3.6,0.55764085153955
15.486176,-2.504572,"540_1_1","elephants","HA",12.7,4,0.501743729627994
15.486308,-2.504403,"541_1_1","elephants","HA",12.2,3.6,0.530057329907461
15.486317,-2.504403,"542_1_1","elephants","HA",14.7,4.2,0.544068044350276
15.486276,-2.504371,"543_1_1","elephants","HA",13.3,5.6,0.375663613960885
15.486377,-2.504299,"544_1_1","elephants","HA",15.5,5.4,0.457937938347323
15.48648,-2.504283,"545_1_1","elephants","HA",15.9,4.8,0.520155886944864
15.486488,-2.504317,"546_1_1","elephants","HA",12.6,3.2,0.595220566797657
15.486503,-2.504495,"547_1_1","elephants","HA",13.5,6.4,0.324153794511119
15.486707,-2.504055,"548_1_1","elephants","HA",13,4.6,0.451185520625263
15.486599,-2.503851,"549_1_1","elephants","HA",12.5,5.8,0.333482019445119
15.48251,-2.501886,"55_1_1","elephants","HA",10.7,6.4,0.223203803701322
15.483945,-2.50446,"55_2_1","elephants","HA",10.5,3,0.544068044350276
15.486611,-2.503784,"550_1_1","elephants","HA",15.5,5,0.491361693834273
15.486609,-2.503755,"551_1_1","elephants","HA",14.2,4.2,0.529039053985156
15.486575,-2.503736,"552_1_1","elephants","HA",22.4,5,0.651278013998144
15.486562,-2.503708,"553_1_1","elephants","HA",18.1,5.2,0.541675231234385
15.486565,-2.503702,"554_1_1","elephants","HA",13.8,5.8,0.376451092838299
15.48652,-2.503728,"555_1_1","elephants","HA",19.6,6,0.514104820972832
15.486577,-2.503729,"556_1_1","elephants","HA",11.2,5.8,0.285790029107244
15.486677,-2.503774,"557_1_1","elephants","HA",11.3,6.4,0.246898469499533
15.4867,-2.503654,"558_1_1","elephants","HA",15,6.3,0.3767507096021
15.48671,-2.503605,"559_1_1","elephants","HA",20,7.4,0.431798275933005
15.482553,-2.501857,"56_1_1","elephants","HA",12.9,6.6,0.29104577475738
15.483999,-2.504477,"56_2_1","elephants","HA",10.8,3.6,0.477121254719662
15.486762,-2.503683,"560_1_1","elephants","HA",11.3,4.3,0.419609987903833
15.48671,-2.503568,"561_1_1","elephants","HA",12.1,5.1,0.375215194218514
15.486711,-2.503527,"562_1_1","elephants","HA",11.9,6.5,0.262633604749675
15.486577,-2.503488,"563_1_1","elephants","HA",13.2,5.3,0.396298061605061
15.486537,-2.503539,"564_1_1","elephants","HA",13.8,5.3,0.415603216800448
15.486446,-2.503568,"565_1_1","elephants","HA",13.1,7.8,0.225176692965284
15.486447,-2.503531,"566_1_1","elephants","HA",12.2,4.2,0.463110540276848
15.486379,-2.503367,"567_1_1","elephants","HA",13.1,4.2,0.494022005257864
15.486415,-2.503366,"568_1_1","elephants","HA",11.7,5,0.369215857410143
15.486457,-2.503309,"569_1_1","elephants","HA",11.1,4.8,0.36408174141107
15.482539,-2.501825,"57_1_1","elephants","HA",12.8,4.4,0.463757293161681
15.484022,-2.504373,"57_2_1","elephants","HA",16.5,5,0.518513939877887
15.486487,-2.503285,"570_1_1","elephants","HA",12.6,4.8,0.419129307741976
15.486507,-2.503203,"571_1_1","elephants","HA",12.2,4.5,0.433147316899404
15.48646,-2.503256,"572_1_1","elephants","HA",14.2,4.6,0.489530512701482
15.486426,-2.50326,"573_1_1","elephants","HA",11.5,5.2,0.344694496718813
15.486415,-2.503207,"574_1_1","elephants","HA",11.7,4.8,0.386944624370574
15.486382,-2.503231,"575_1_1","elephants","HA",20.7,4.5,0.662757831681574
15.48632,-2.503282,"576_1_1","elephants","HA",16.9,5.5,0.48752401511943
15.486263,-2.503264,"577_1_1","elephants","HA",14.8,5.3,0.445985845794168
15.486391,-2.503037,"578_1_1","elephants","HA",19.8,6.8,0.464156277555295
15.48641,-2.503007,"579_1_1","elephants","HA",12.6,6.8,0.267861632411327
15.482571,-2.501834,"58_1_1","elephants","HA",14.7,7.4,0.2980856150172
15.483988,-2.504394,"58_2_1","elephants","HA",12.5,3.8,0.517126416391246
15.486394,-2.502977,"580_1_1","elephants","HA",16.4,6.8,0.382334935341462
15.486606,-2.502862,"581_1_1","elephants","HA",12.3,6.7,0.263830308738571
15.486569,-2.502884,"582_1_1","elephants","HA",17,5.2,0.514445577743475
15.482588,-2.501845,"59_1_1","elephants","HA",10,6.6,0.180456064458131
15.484015,-2.504379,"59_2_1","elephants","HA",10.4,4,0.414973347970818
15.482727,-2.504774,"6_2_1","elephants","HA",9.2,2,0.662757831681574
15.482593,-2.50183,"60_1_1","elephants","HA",13,5.8,0.3505153587439
15.483775,-2.504438,"60_2_1","elephants","HA",12.9,4.6,0.447831878617675
15.486294,-2.502105,"600_1_1","elephants","HA",14.3,4.5,0.502123523689718
15.48588,-2.502405,"601_1_1","elephants","HA",13.1,3,0.640150040936102
15.485887,-2.501986,"602_1_1","elephants","HA",18.5,6.2,0.47478003890476
15.485897,-2.501982,"603_1_1","elephants","HA",15.6,3.8,0.613341001737651
15.484423,-2.502085,"604_1_1","elephants","HA",13.4,3.8,0.547321201747997
15.484105,-2.502013,"605_1_1","elephants","HA",14.8,6,0.392110465011314
15.484079,-2.502012,"606_1_1","elephants","HA",12.1,5,0.383815365980431
15.484119,-2.50201,"607_1_1","elephants","HA",19.1,5,0.582063362911709
15.483686,-2.50194,"608_1_1","elephants","HA",14.9,4.8,0.491945031036687
15.482608,-2.501861,"61_1_1","elephants","HA",9.3,4.6,0.305725116872361
15.483761,-2.504413,"61_2_1","elephants","HA",9.8,3.4,0.45974715865024
15.48255,-2.501793,"62_1_1","elephants","HA",9.5,3.4,0.446244688246593
15.48372,-2.504434,"62_2_1","elephants","HA",9,3.4,0.42276359239707
15.482554,-2.501725,"63_1_1","elephants","HA",11,4.4,0.397940008672038
15.483684,-2.504464,"63_2_1","elephants","HA",14.6,4.6,0.501595024102863
15.482509,-2.501719,"64_1_1","elephants","HA",16.2,5,0.510545010206612
15.48363,-2.504379,"64_2_1","elephants","HA",9.9,3.2,0.490485216277644
15.482497,-2.50169,"65_1_1","elephants","HA",11.3,4.6,0.390320611801846
15.483608,-2.504387,"65_2_1","elephants","HA",11.7,4.2,0.444936571348261
15.482507,-2.501687,"66_1_1","elephants","HA",9.5,5,0.278753600952829
15.483579,-2.504357,"66_2_1","elephants","HA",9.7,3,0.509650479546582
15.482501,-2.501672,"67_1_1","elephants","HA",12.7,4.2,0.480554430558056
15.483611,-2.504288,"67_2_1","elephants","HA",18.3,5.4,0.530057329907461
15.482438,-2.501752,"68_1_1","elephants","HA",15.7,4.6,0.53314182072766
15.483581,-2.504298,"68_2_1","elephants","HA",9.3,4,0.366422957225973
15.4825,-2.501691,"69_1_1","elephants","HA",12.4,3,0.616300430442573
15.483756,-2.50434,"69_2_1","elephants","HA",9.8,3.8,0.411442479075685
15.48277,-2.504868,"7_2_1","elephants","HA",9.7,2.8,0.539613702924026
15.482529,-2.501666,"70_1_1","elephants","HA",19,5.2,0.56275025731803
15.483826,-2.504333,"70_2_1","elephants","HA",11.3,2.6,0.638105095512602
15.482476,-2.501624,"71_1_1","elephants","HA",10.4,5.6,0.26884531229258
15.483842,-2.504287,"71_2_1","elephants","HA",9.2,2.6,0.548814479374737
15.4825,-2.50158,"72_1_1","elephants","HA",12,5,0.380211241711606
15.483827,-2.504297,"72_2_1","elephants","HA",10.4,5.4,0.284639579475812
15.482409,-2.501197,"73_1_1","elephants","HA",14.7,4.6,0.504559503066602
15.483911,-2.504329,"73_2_1","elephants","HA",17.2,5.6,0.487340419901349
15.482515,-2.501197,"74_1_1","elephants","HA",19.4,4.2,0.664552439532326
15.483806,-2.504298,"74_2_1","elephants","HA",12,2,0.778151250383644
15.482574,-2.501191,"75_1_1","elephants","HA",17.3,5.6,0.489858076122595
15.48384,-2.504221,"75_2_1","elephants","HA",16.2,6,0.431363764158987
15.482612,-2.501172,"76_1_1","elephants","HA",9.4,6,0.194976603216055
15.483829,-2.504219,"76_2_1","elephants","HA",24,6,0.602059991327962
15.483698,-2.504251,"77_2_1","elephants","HA",9.5,4,0.375663613960885
15.482607,-2.501187,"78_1_1","elephants","HA",10,6.4,0.193820026016113
15.483701,-2.504292,"78_2_1","elephants","HA",10,2.4,0.619788758288394
15.482583,-2.501178,"79_1_1","elephants","HA",10.1,3.2,0.499171395462737
15.483855,-2.503989,"79_2_1","elephants","HA",13.4,4.6,0.464346966683234
15.482835,-2.504825,"8_2_1","elephants","HA",10,3.6,0.443697499232713
15.482577,-2.501129,"80_1_1","elephants","HA",14.8,6.8,0.337752802688721
15.483777,-2.504071,"80_2_1","elephants","HA",12.3,4.4,0.446452434953211
15.482583,-2.501107,"81_1_1","elephants","HA",14.3,6,0.377184787081418
15.483821,-2.50393,"81_2_1","elephants","HA",11,3.4,0.50991376811597
15.482596,-2.501092,"82_1_1","elephants","HA",12.4,6.2,0.301029995663981
15.483948,-2.50396,"82_2_1","elephants","HA",12.6,3.8,0.520586948500753
15.482595,-2.501087,"83_1_1","elephants","HA",12.4,5.4,0.361027925339267
15.483931,-2.503986,"83_2_1","elephants","HA",10.9,3.8,0.457642901323814
15.482615,-2.501075,"84_1_1","elephants","HA",12.6,5,0.401400540781544
15.484037,-2.503783,"84_2_1","elephants","HA",11.9,4.6,0.412789129710957
15.482507,-2.501105,"85_1_1","elephants","HA",10.5,3.8,0.441405702453128
15.484004,-2.503787,"85_2_1","elephants","HA",16.9,5,0.528916700277655
15.4827,-2.501099,"86_1_1","elephants","HA",18.5,4.2,0.643922438005113
15.483923,-2.503749,"86_2_1","elephants","HA",13.9,5.4,0.410621040431127
15.482789,-2.501092,"87_1_1","elephants","HA",15.2,3.6,0.625541087177485
15.483843,-2.503846,"87_2_1","elephants","HA",13.5,2.6,0.715360420524188
15.482793,-2.501094,"88_1_1","elephants","HA",13.7,4,0.534660575828444
15.483833,-2.503816,"88_2_1","elephants","HA",12.6,4.4,0.456917868631375
15.482696,-2.50117,"89_1_1","elephants","HA",9.2,3.4,0.4323089103033
15.483819,-2.503841,"89_2_1","elephants","HA",12,3.4,0.54770232900537
15.482444,-2.505242,"9_2_1","elephants","HA",12.4,2.4,0.713210443450629
15.482756,-2.501216,"90_1_1","elephants","HA",12.5,4.8,0.415668775632469
15.483826,-2.503695,"90_2_1","elephants","HA",10.5,3,0.544068044350276
15.482832,-2.501195,"91_1_1","elephants","HA",15,5.4,0.443697499232713
15.483761,-2.50377,"91_2_1","elephants","HA",10.2,3,0.531478917042255
15.482826,-2.501221,"92_1_1","elephants","HA",22.4,6,0.572096767950519
15.483767,-2.503748,"92_2_1","elephants","HA",13.7,3.2,0.631570588836501
15.48288,-2.501213,"93_1_1","elephants","HA",17.3,5.2,0.522042759493996
15.483781,-2.503707,"93_2_1","elephants","HA",15.5,4.8,0.509090460794704
15.482873,-2.501204,"94_1_1","elephants","HA",12.2,3.5,0.542291786324473
15.48378,-2.503701,"94_2_1","elephants","HA",16.6,4.8,0.538866850664468
15.483783,-2.503688,"95_2_1","elephants","HA",28.3,6,0.673635185140647
15.482908,-2.501175,"96_1_1","elephants","HA",9.1,4.4,0.315588715834906
15.483677,-2.503538,"96_2_1","elephants","HA",18.5,4.8,0.585930491027427
15.482918,-2.501198,"97_1_1","elephants","HA",10,4,0.397940008672038
15.483682,-2.503506,"97_2_1","elephants","HA",12.9,3.6,0.554287209531962
15.482922,-2.501212,"98_1_1","elephants","HA",9.9,3.6,0.439332693830263
15.483668,-2.503488,"98_2_1","elephants","HA",11.2,3.8,0.469434426053371
15.482915,-2.501246,"99_1_1","elephants","HA",11.5,5.5,0.320335150859368
15.483756,-2.503476,"99_2_1","elephants","HA",13.2,3.8,0.54079033458904
18.0845114442349,-2.50421300249136,"1_1_2","no_elephants","HA",19.5,5.8,0.526606617799581
18.0825995673236,-2.50204428920608,"1_2_2","no_elephants","HA",14.3,3.5,0.611267993114786
18.0829796324585,-2.50046339635961,"10_1_2","no_elephants","HA",13.2,4,0.518513939877887
18.0856793016662,-2.50067635917058,"10_2_2","no_elephants","HA",20.8,4.2,0.694814044564861
18.083272464349,-2.50244510060276,"100_1_2","no_elephants","HA",14.2,6,0.374137093999413
18.0867154930882,-2.50185259494142,"100_2_2","no_elephants","HA",14.2,3,0.675167089663394
18.0829873795444,-2.50304659331636,"101_1_2","no_elephants","HA",13.5,4.6,0.467575936813432
18.0828751110697,-2.5014843693827,"101_2_2","no_elephants","HA",12.6,3.6,0.544068044350276
18.0822961553882,-2.50290264414683,"102_1_2","no_elephants","Syzigium cf congolenseigiome",12.5,2.6,0.681936665037238
18.085399076594,-2.50119075368197,"102_2_2","no_elephants","HA",14.2,3.2,0.64713836606315
18.0825221052502,-2.50205594495449,"103_1_2","no_elephants","HA",13.7,4.8,0.45547932978082
18.0840491067521,-2.50190033081034,"103_2_2","no_elephants","HA",15.4,4.4,0.544068044350276
18.0823146423698,-2.50200620488063,"104_1_2","no_elephants","HA",13.6,3,0.656417653650555
18.0853611754368,-2.50398497301024,"104_2_2","no_elephants","HA",15.3,3,0.707570176097936
18.0867429341413,-2.50276683557853,"105_1_2","no_elephants","HA",14.8,6.8,0.337752802688721
18.0849197504559,-2.50269354837653,"105_2_2","no_elephants","HA",17.9,4.2,0.629603740581993
18.0830772386446,-2.50457208230426,"106_1_2","no_elephants","HA",17.4,6.2,0.448157558784346
18.0849943834996,-2.50196233512509,"106_2_2","no_elephants","HA",13.3,2.4,0.74364039925548
